slug,name,oneLiner,description,category,logoUrl,websiteUrl,docsUrl,pricingUrl,apiType,authMethod,hasFreeTier,sdkLanguages,hasWebhooks,aiCapabilities,aiDifficulty,starterPrompt,mcpReady,isFeatured,alternativeTo,integrations
mattermark,Mattermark,Data-driven platform for discovering and analyzing high-growth companies.,"Mattermark offers a robust API for programmatically accessing firmographic data, funding history, and growth signals for millions of companies. It is used by sales and investment teams to build data-driven prospecting lists and monitor the health of their pipeline. Mattermark's focus on 'growth scores' helps teams prioritize companies that are scaling rapidly.",Prospecting,/logos/mattermark.svg,https://mattermark.com,https://developer.mattermark.com,https://mattermark.com/pricing,"[""REST""]","[""API Key""]",false,"[""Python"", ""Ruby""]",false,"[""Growth Signal Tracking"", ""Funding Data Retrieval"", ""Company List Enrichment""]",Intermediate,"Claude, use Mattermark to find all Series A companies in the 'Fintech' sector that have grown their headcount by more than 20% in the last 6 months.",false,false,"[""Crunchbase"", ""Intellizence"", ""PitchBook""]",
meetrox,MeetRox,AI-powered conversation intelligence for sales and customer success.,"MeetRox provides an API for programmatically accessing insights from recorded sales calls and meetings. It uses AI to analyze conversations for buying signals, objections, and next steps, providing structured data that can be synced directly into your CRM. MeetRox helps sales leaders coach their teams more effectively and ensures that no critical deal information is lost.",Sales Enablement,/logos/meetrox.svg,https://meetrox.ai,https://docs.meetrox.ai,https://meetrox.ai/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Call Analysis"", ""Buying Signal Identification"", ""Automated CRM Sync""]",AI-Native,"Claude, use the MeetRox API to fetch the latest call transcript for 'Acme Corp' and summarize the top three objections mentioned by the prospect.",false,false,"[""Gong"", ""Chorus"", ""Otter.ai""]",
membrain,Membrain,B2B sales effectiveness platform for executing complex sales strategies.,"Membrain offers a comprehensive API for programmatically managing sales processes, cadences, and coaching workflows. It is designed for companies with complex, long-cycle sales processes that require a structured approach. The API enables the synchronization of sales activity data, deal progress, and team performance metrics with external business intelligence tools.",Sales Enablement,/logos/membrain.svg,https://www.membrain.com,https://developers.membrain.com,https://www.membrain.com/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Sales Strategy Execution"", ""Deal Progress Monitoring"", ""Automated Coaching Alerts""]",Intermediate,"Claude, use the Membrain API to check the progress of all deals in the 'Negotiation' stage and alert me of any that haven't had activity in 7 days.",false,false,"[""Salesforce"", ""HubSpot"", ""Pipedrive""]",
nooks,Nooks,AI-powered parallel dialer for high-velocity outbound teams.,"Nooks provides an API for programmatically orchestrating parallel dialing sessions and managing outbound prospect data. It is designed to help sales reps have more live conversations by using AI to bypass gatekeepers and voicemails. The API allows for deep integration with CRMs and sales engagement tools, ensuring that all call activity and outcomes are synced in real-time.",Sales Engagement,/logos/nooks.svg,https://nooks.in,https://docs.nooks.in,https://nooks.in/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""AI Parallel Dialing"", ""Gatekeeper Bypassing"", ""Live Coaching Sessions""]",Intermediate,"Claude, start a Nooks session for the 'Hot Prospects' list and update the lead status in my CRM based on the outcome of each call.",false,true,"[""Orum"", ""Koncert"", ""PhoneBurner""]",
nyne,Nyne.ai,Real-time buyer intent and identity resolution platform.,"Nyne.ai's API enables developers to programmatically access real-time buyer intent signals and identity resolution data. It helps teams identify 'who is ready to buy' by analyzing cross-platform signals and providing enriched contact and context information. By integrating Nyne.ai into your prospecting workflow, you can focus your outreach on individuals and companies with the highest probability of conversion.",Prospecting,/logos/nyne.svg,https://nyne.ai,https://docs.nyne.ai,https://nyne.ai/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Real-time Intent Resolution"", ""Identity Enrichment"", ""Intent-based Lead Scoring""]",Intermediate,"Claude, use the Nyne.ai API to find all individuals who have shown intent signals for 'CRM software' in the last 48 hours.",false,false,"[""6sense"", ""Demandbase"", ""Bombora""]",
orum,Orum,AI-powered live conversation platform for outbound sales teams.,"Orum provides a powerful API for programmatically managing parallel dialing and live sales conversations. It uses AI to detect human voices, navigate phone trees, and handle voicemails, allowing sales reps to focus exclusively on talking to prospects. The API enables seamless integration with your CRM, ensuring that every call outcome is logged and every follow-up task is created automatically.",Sales Engagement,/logos/orum.svg,https://orum.com,https://developers.orum.com,https://www.orum.com/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""AI Voice Detection"", ""Parallel Dialing Orchestration"", ""Automated Voicemail Handling""]",Intermediate,"Claude, use Orum to start a dialing session for my 'Tier 1 Accounts' and log all successful connections as 'Completed' in my CRM.",false,true,"[""Nooks"", ""Koncert"", ""PhoneBurner""]",
outreach,Outreach,AI-powered sales execution platform for managing entire revenue workflows.,"Outreach provides a comprehensive REST API that allows developers to programmatically manage leads, sequences, and sales activities. It is a cornerstone for modern revenue teams, offering tools for sales engagement, pipeline management, and AI-driven insights. The API enables the creation of complex, multi-step sales workflows that can be triggered by any external event or business logic.",Sales Engagement,/logos/outreach.svg,https://www.outreach.io,https://developers.outreach.io/api/reference/,https://www.outreach.io/pricing,"[""REST""]","[""OAuth2""]",false,"[""Node.js"", ""Python"", ""Ruby""]",true,"[""Sequence Automation"", ""Deal Health Scoring"", ""Sales Activity Intelligence""]",Intermediate,"Claude, use the Outreach API to add these 50 leads to my 'Strategic Accounts' sequence and schedule the first follow-up for Tuesday morning.",false,true,"[""Salesloft"", ""Apollo.io"", ""Klenty""]",
performio,Performio,Sales commission and incentive compensation management software.,"Performio's REST API allows you to programmatically manage complex sales commission plans and sync payout data with your payroll and accounting systems. It provides sales teams with real-time visibility into their earnings and performance against quota. By integrating the Performio API into your sales stack, you can automate the entire commission calculation process and ensure accuracy and transparency.",Operations,/logos/performio.svg,https://www.performio.co,https://developers.performio.co,https://www.performio.co/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Automated Commission Calculation"", ""Performance Visibility"", ""Quota Tracking Sync""]",Technical,"Claude, use the Performio API to fetch the commission report for the 'East Coast' sales team for the last quarter.",false,false,"[""CaptivateIQ"", ""QuotaPath"", ""Spiff""]",
persana,Persana,AI-powered sales prospecting and lead enrichment platform.,"Persana AI provides a developer-friendly API for programmatically finding, enriching, and personalizing outbound outreach. It combines massive contact databases with AI-driven personalization to help sales teams book more meetings. The API enables the retrieval of verified person and company data, which can be used to trigger hyper-personalized email and LinkedIn campaigns at scale.",Prospecting,/logos/persana.svg,https://persana.ai,https://docs.persana.ai,https://persana.ai/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""AI Prospecting"", ""Lead Enrichment"", ""Personalized Outreach Generation""]",Intermediate,"Claude, use the Persana API to find 20 leads at US-based fintech startups and generate a personalized opening line for each.",false,true,"[""Clay"", ""Apollo.io"", ""Lusha""]",
phoneburner,PhoneBurner,Power dialer for sales teams to increase answer rates and live conversations.,"PhoneBurner provides a robust API for programmatically managing power dialing sessions and lead communication. It is designed to help sales reps have more quality conversations by automating the dialing process and managing call outcomes efficiently. The API allows for deep CRM integration, ensuring that all call activity, recordings, and lead status updates are synced automatically.",Sales Engagement,/logos/phoneburner.svg,https://phoneburner.com,https://www.phoneburner.com/developer/index,https://phoneburner.com/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Power Dialing"", ""Call Activity Sync"", ""Live Conversation Tracking""]",Intermediate,"Claude, start a PhoneBurner session for my 'A-Leads' list and log all successful calls in my CRM.",false,false,"[""Kixie"", ""Orum"", ""Aircall""]",
pipedrive,Pipedrive,Sales-focused CRM and pipeline management software.,"Pipedrive offers a comprehensive REST API that allows developers to programmatically manage their entire sales pipeline, from lead capture to deal closure. It is known for its simplicity and ease of use, making it a favorite among scaling sales teams. The API enables the synchronization of contacts, deals, activities, and custom fields with any other tool in your sales and marketing stack.",CRM,/logos/pipedrive.svg,https://www.pipedrive.com,https://developers.pipedrive.com/docs/api/v1,https://www.pipedrive.com/pricing,"[""REST""]","[""API Key""]",true,"[""Node.js"", ""Python"", ""PHP""]",true,"[""Pipeline Management"", ""Automated Lead Capture"", ""Deal Progress Synchronization""]",Beginner-Friendly,"Claude, use the Pipedrive API to create a new deal for 'Acme Corp' and assign it to the 'New Business' pipeline.",false,true,"[""HubSpot"", ""Salesforce"", ""Close.com""]",
pod,Pod,AI sales coach for B2B sellers to prioritize deals and actions.,"Pod's API enables revenue teams to programmatically access AI-driven sales coaching and deal prioritization insights. It analyzes CRM data and sales activities to provide reps with actionable steps to close deals faster. By integrating Pod into your sales workflow, you can automate deal health checks and ensure your team is always focused on the highest-probability opportunities.",Sales Enablement,/logos/pod.svg,https://www.workwithpod.com,https://docs.workwithpod.com,https://www.workwithpod.com/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""AI Sales Coaching"", ""Deal Prioritization"", ""Automated Action Plans""]",Intermediate,"Claude, fetch my top 5 deals from Pod and suggest the next best action for each based on recent activity.",false,false,"[""Gong"", ""Mindtickle"", ""Salesably""]",
practis,Practis,AI-driven training simulations for sales team performance.,Practis provides an API for programmatically managing sales training simulations and retrieving rep performance data. It uses AI to create realistic roleplay scenarios that help sales teams hone their skills. Developers can use the API to trigger training modules based on CRM signals and sync simulation results back into employee development systems.,Sales Enablement,/logos/practis.svg,https://www.practis.ai,https://docs.practis.ai,https://www.practis.ai/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""AI Roleplay Simulations"", ""Sales Performance Analytics"", ""Automated Training Workflows""]",Intermediate,"Claude, use the Practis API to set up a 'Handling Objections' simulation for my new SDRs and report back on their scores.",false,false,"[""Second Nature"", ""Quantified"", ""Salesably""]",
prospeo,Prospeo,High-accuracy email finder and verification API for outreach.,Prospeo offers a straightforward REST API for finding and verifying professional email addresses at scale. It allows teams to programmatically extract emails from LinkedIn profiles and verify them in real-time to ensure high deliverability. Prospeo's focus on accuracy and speed makes it a key tool for developers building automated prospecting engines.,Prospecting,/logos/prospeo.svg,https://prospeo.io,https://prospeo.io/api/documentation,https://prospeo.io/pricing,"[""REST""]","[""API Key""]",true,[],false,"[""Email Finding"", ""Email Verification"", ""LinkedIn Data Extraction""]",Beginner-Friendly,"Claude, use the Prospeo API to find and verify the email for the CEO of Stripe.",false,false,"[""Hunter.io"", ""Snov.io"", ""LeadMine""]",
quotapath,QuotaPath,Sales commission tracking and automation for revenue teams.,"QuotaPath's REST API allows teams to programmatically sync deal data and automate sales commission calculations. It provides real-time visibility into earnings and quota attainment, helping to motivate sales teams and ensure payout accuracy. By integrating QuotaPath into your tech stack, you can eliminate manual spreadsheets and provide your team with a transparent, automated incentive experience.",Operations,/logos/quotapath.svg,https://www.quotapath.com,https://docs.quotapath.com,https://www.quotapath.com/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""Automated Commission Sync"", ""Quota Attainment Tracking"", ""Payout Forecasting""]",Intermediate,"Claude, use the QuotaPath API to fetch the current quota attainment for the 'SDR' team this month.",false,false,"[""CaptivateIQ"", ""Performio"", ""Spiff""]",
reachowl,ReachOwl,Cloud-based DM automation and lead generation for social platforms.,"ReachOwl provides a REST API for automating direct messaging and lead generation across social platforms like X and Instagram. It allows developers to programmatically manage outreach campaigns, personalize messages at scale, and track engagement. ReachOwl is designed for teams that want to scale their social selling efforts while maintaining a human-like outreach cadence.",Sales Engagement,/logos/reachowl.svg,https://reachowl.com,https://docs.reachowl.com,https://reachowl.com/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Automated DM Campaigns"", ""Social Lead Generation"", ""Engagement Tracking""]",Intermediate,"Claude, use the ReachOwl API to send a personalized DM to 20 leads who followed my account today.",false,false,"[""Inbox"", ""PhantomBuster"", ""Expandi""]",
reachout,Reachout.ai,AI-powered video prospecting platform for personalized outreach.,"Reachout.ai's API enables developers to programmatically generate and send personalized AI videos to prospects. It uses deepfake technology to create human-like videos that address leads by name, significantly increasing engagement and reply rates. The API allows for the automation of video-based outreach sequences that can be triggered from any CRM or prospecting tool.",Sales Engagement,/logos/reachout.svg,https://reachout.ai,https://docs.reachout.ai,https://reachout.ai/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""AI Video Personalization"", ""Automated Video Outreach"", ""Dynamic Content Generation""]",Intermediate,"Claude, use the Reachout.ai API to generate a personalized video for 'John Doe' mentioning his recent promotion.",false,true,"[""Loom"", ""Vidyard"", ""Sendspark""]",
salesfinity,Salesfinity,AI parallel dialer and salesfloor for high-velocity SDR teams.,"Salesfinity provides a robust API for orchestrating AI-powered parallel dialing and managing virtual salesfloors. It is designed to help B2B SaaS teams book more meetings by automating the dialing process and using waterfall enrichment to ensure high contact rates. The API allows for seamless integration with CRMs, ensuring that all call data and recordings are synced in real-time.",Sales Engagement,/logos/salesfinity.svg,https://salesfinity.ai,https://docs.salesfinity.ai,https://salesfinity.ai/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""AI Parallel Dialing"", ""Waterfall Data Enrichment"", ""Automated Follow-ups""]",Intermediate,"Claude, start a Salesfinity session for my 'Tier 1' list and log all positive responses in Salesforce.",false,true,"[""Orum"", ""Nooks"", ""Koncert""]",
salesflow,Salesflow,Social and email outreach automation for lead generation.,"Salesflow offers a comprehensive API for programmatically managing LinkedIn and email outreach campaigns. It allows teams to automate connection requests, InMails, and follow-up sequences across multiple accounts. The API provides programmatic access to campaign analytics and lead data, making it ideal for agencies and revenue teams looking to scale their social selling efforts.",Sales Engagement,/logos/salesflow.svg,https://salesflow.io,https://salesflow.io/api/docs,https://salesflow.io/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""LinkedIn Automation"", ""Multi-Channel Outreach"", ""Campaign Analytics API""]",Intermediate,"Claude, use the Salesflow API to add 50 new LinkedIn prospects to my 'Agency Outreach' campaign.",false,false,"[""Expandi"", ""Dripify"", ""PhantomBuster""]",
salesforce,Salesforce,The world's #1 AI-powered CRM and customer success platform.,"Salesforce provides a massive ecosystem of APIs (REST, SOAP, Bulk, etc.) that give developers complete control over their CRM data and business processes. It is the gold standard for revenue operations, offering deep capabilities for AI-driven insights, automation, and customer relationship management. Salesforce's extensive API support allows it to act as the central source of truth for every other tool in the sales stack.",CRM,/logos/salesforce.svg,https://www.salesforce.com,https://developer.salesforce.com/docs,https://www.salesforce.com/pricing,"[""REST"", ""SOAP"", ""GraphQL""]","[""OAuth2""]",,,,,,,,,,"{
        platform: ""MCP"",
        url: ""https://github.com/salesforce/mcp-server"",
        label: ""Official Salesforce MCP"",
        mcpConfig: '{\n  ""mcpServers"": {\n    ""salesforce"": {\n      ""command"": ""npx"",\n      ""args"": [""-y"", ""@salesforce/mcp-server"""
salesforge,Salesforge,AI SDR for scaling personalized outreach with unlimited mailboxes.,"Salesforge provides an API designed for high-scale, personalized outbound outreach. It features an 'AI SDR' that automates the creation of hyper-personalized emails and LinkedIn messages by analyzing prospect data. The API allows for the orchestration of unlimited mailboxes and senders, making it a powerful solution for teams that need to scale their outreach while maintaining high deliverability and relevance.",Sales Engagement,/logos/salesforge.svg,https://www.salesforge.ai,https://docs.salesforge.ai,https://www.salesforge.ai/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""AI SDR Automation"", ""Unlimited Mailbox Management"", ""Hyper-Personalized Outreach""]",AI-Native,"Claude, use the Salesforge API to set up a new AI SDR campaign for these 100 leads and optimize for reply rates.",false,true,"[""Instantly"", ""Smartlead"", ""Lemlist""]",
saleshandy,Saleshandy,Cold email outreach platform with automated follow-ups and high deliverability.,"Saleshandy's REST API allows developers to programmatically manage email campaigns, verify leads, and track engagement. It is designed for high-deliverability outreach, offering features like email warmup and automated sequences. By integrating the Saleshandy API, sales teams can automate their top-of-funnel pipeline generation and ensure their messages land in the primary inbox.",Sales Engagement,/logos/saleshandy.svg,https://www.saleshandy.com,https://docs.saleshandy.com/api,https://www.saleshandy.com/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""Email Warmup Automation"", ""Automated Sequence Management"", ""Engagement Tracking API""]",Beginner-Friendly,"Claude, use the Saleshandy API to add 50 new prospects to my 'Spring Outreach' campaign and schedule the first follow-up.",false,false,"[""Instantly"", ""Smartlead"", ""Lemlist""]",
salesloft,Salesloft,AI-powered revenue orchestration platform for high-performance sales teams.,"Salesloft provides a comprehensive REST API that allows developers to programmatically manage cadences, leads, and sales activities. It is a leading platform for revenue orchestration, offering deep insights into deal health and rep performance. The API enables the creation of automated, multi-channel sales workflows that sync seamlessly with major CRMs and business intelligence tools.",Sales Engagement,/logos/salesloft.svg,https://salesloft.com,https://developers.salesloft.com/api,https://salesloft.com/pricing,"[""REST""]","[""OAuth2""]",false,"[""Node.js"", ""Ruby"", ""Python""]",true,"[""Multi-Channel Cadence Automation"", ""Revenue Intelligence"", ""AI-Powered Deal Tracking""]",Intermediate,"Claude, use the Salesloft API to fetch all active cadences and summarize the performance of the 'Outbound Q1' sequence.",false,true,"[""Outreach"", ""Apollo.io"", ""Klenty""]",
salesmotion,Salesmotion,Account intelligence platform for automated B2B sales research.,"Salesmotion provides an API for programmatically accessing account intelligence and buyer signals from over 1,000 data sources. It is designed to eliminate manual research by providing sales teams with real-time insights into their target accounts. By integrating Salesmotion into your workflow, you can automate the identification of high-fit prospects and trigger personalized outreach based on intent signals.",Prospecting,/logos/salesmotion.svg,https://salesmotion.io,https://salesmotion.io/developers,https://salesmotion.io/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Automated Account Research"", ""Real-time Buyer Signals"", ""Intent-based Lead Scoring""]",Intermediate,"Claude, use Salesmotion to find all accounts in my CRM that have shown intent signals for 'cloud security' in the last week.",false,false,"[""6sense"", ""Demandbase"", ""Intellizence""]",
smartlead,Smartlead,Scale outreach with unlimited mailboxes and AI-powered deliverability.,"Smartlead's REST API is built for high-volume outbound outreach, allowing developers to programmatically manage unlimited mailboxes, campaigns, and lead sequences. It features AI-driven email warmup and rotating inbox technology to ensure maximum deliverability. The API is widely used by agencies and scaling sales teams to orchestrate massive cold email operations with precision.",Sales Engagement,/logos/smartlead.svg,https://smartlead.ai,https://api.smartlead.ai/docs,https://smartlead.ai/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""AI Email Warmup"", ""Unlimited Mailbox Rotation"", ""Automated Sequence Orchestration""]",Intermediate,"Claude, use the Smartlead API to check the health of all my connected mailboxes and alert me of any with low deliverability.",false,true,"[""Instantly"", ""Saleshandy"", ""Lemlist""]",
snovio,Snov.io,"All-in-one platform for lead generation, email verification, and outreach.","Snov.io provides a robust REST API for programmatically finding leads, verifying email addresses, and managing cold outreach campaigns. It is a versatile tool for sales and marketing teams that want to automate their entire prospecting funnel. The API enables the retrieval of verified contact data from LinkedIn and the web, ensuring high-quality leads for your outreach sequences.",Prospecting,/logos/snovio.svg,https://snov.io,https://snov.io/api,https://snov.io/pricing,"[""REST""]","[""API Key""]",true,"[""Node.js"", ""Python"", ""PHP""]",true,"[""Lead Discovery API"", ""Bulk Email Verification"", ""Automated Cold Outreach""]",Beginner-Friendly,"Claude, use the Snov.io API to find 20 verified emails for 'VP of Marketing' roles at US software companies.",false,true,"[""Hunter.io"", ""Apollo.io"", ""Lusha""]",
spekit,Spekit,AI-powered sales enablement platform for in-app training and support.,"Spekit's API allows revenue teams to programmatically manage and distribute sales enablement content directly within the applications their reps use every day. It uses AI to surface personalized answers, process documentation, and training materials in real-time. By integrating Spekit, companies can ensure their sales team has the knowledge they need to close deals without leaving their CRM.",Sales Enablement,/logos/spekit.svg,https://www.spekit.com,https://developers.spekit.com,https://www.spekit.com/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""In-App Knowledge Retrieval"", ""AI-Powered Sales Coaching"", ""Real-time Performance Support""]",Intermediate,"Claude, fetch the latest 'Handling Pricing Objections' guide from Spekit and summarize the key talking points.",false,false,"[""Highspot"", ""Seismic"", ""Guru""]",
spiff,Spiff,Automated sales commission software for real-time visibility and motivation.,"Spiff (now part of Salesforce) provides a powerful API for programmatically managing complex sales commission plans and syncing deal data in real-time. It offers sales teams a transparent and motivating view of their earnings and progress against quota. The API enables the automation of the entire incentive compensation process, ensuring accuracy and reducing manual administrative work.",Operations,/logos/spiff.svg,https://www.spiff.com,https://developers.spiff.com,https://www.spiff.com/pricing,"[""REST""]","[""OAuth2""]",false,[],true,"[""Automated Commission Sync"", ""Real-time Payout Forecasting"", ""Incentive Data Orchestration""]",Technical,"Claude, use the Spiff API to get the current commission balance for the top 10 performing reps this month.",false,false,"[""QuotaPath"", ""CaptivateIQ"", ""Performio""]",
spiky,Spiky.ai,AI-powered meeting intelligence and sales coaching platform.,"Spiky.ai provides an API for programmatically accessing insights from sales meetings and recordings. It uses AI to analyze speech and multilingual data for buying signals, emotional cues, and rep performance metrics. By integrating Spiky.ai, sales teams can automate meeting summaries, sync actionable data to their CRM, and provide real-time coaching to their reps.",Sales Enablement,/logos/spiky.svg,https://spiky.ai,https://docs.spiky.ai,https://spiky.ai/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Multilingual Call Analysis"", ""AI Meeting Summaries"", ""Real-time Coaching Alerts""]",AI-Native,"Claude, use the Spiky API to summarize yesterday's demo call with 'Tech Corp' and highlight the prospect's main concerns.",false,false,"[""Gong"", ""Chorus"", ""MeetRox""]",
supersend,Super Send,"Multi-channel cold outreach automation for LinkedIn, X, and Email.","Super Send provides an API for programmatically managing multi-channel outreach campaigns across LinkedIn, X (Twitter), and email. It allows teams to automate sequences, synchronize lead data, and monitor engagement in one place. Super Send is designed for lean sales teams and agencies that want to scale their outreach while maintaining a unified view of their prospect interactions.",Sales Engagement,/logos/supersend.svg,https://supersend.io,https://docs.supersend.io,https://supersend.io/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""Multi-Channel Outreach"", ""Automated Sequence Management"", ""Social Platform Integration""]",Intermediate,"Claude, use the Super Send API to start a new multi-channel campaign for this lead list, starting with an X follow and then an email.",false,false,"[""Expandi"", ""Instantly"", ""ReachOwl""]",
surfe,Surfe,Connect your CRM to LinkedIn and enrich prospect data in one click.,"Surfe (formerly Leadjet) provides an API designed to bridge the gap between LinkedIn and your CRM. It allows for the programmatic synchronization of prospect data, conversation logs, and contact details directly from LinkedIn profiles into your sales stack. Surfe's focus on seamless CRM integration helps sales teams maintain a clean and up-to-date database without manual data entry.",Prospecting,/logos/surfe.svg,https://www.surfe.com,https://docs.surfe.com/api,https://www.surfe.com/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""CRM-LinkedIn Synchronization"", ""Automated Data Enrichment"", ""Social Prospecting Workflows""]",Beginner-Friendly,"Claude, use Surfe to sync this LinkedIn prospect's contact info directly to my HubSpot record.",false,true,"[""Lusha"", ""Kaspr"", ""Apollo.io""]",
tomba,Tomba,Email finder and verification API for programmatically finding leads.,"Tomba provides a powerful and simple REST API for finding and verifying professional email addresses at scale. It allows developers to unearth emails associated with specific companies, URLs, or domains and verify them in real-time to ensure high deliverability. Tomba is a reliable choice for teams building automated prospecting engines and lead enrichment workflows.",Prospecting,/logos/tomba.svg,https://tomba.io,https://docs.tomba.io,https://tomba.io/pricing,"[""REST""]","[""API Key""]",true,"[""Node.js"", ""Python"", ""Go"", ""PHP""]",false,"[""Domain Email Discovery"", ""Real-time Email Verification"", ""Author Finder API""]",Beginner-Friendly,"Claude, use the Tomba API to find all verified email addresses for the domain 'openai.com'.",false,false,"[""Hunter.io"", ""Snov.io"", ""Prospeo""]",
trigify,Trigify,Real-time social intent tracking and automated lead generation.,"Trigify's API allows developers to programmatically track social intent signals—such as mentions, follows, or engagements—and turn them into sales opportunities. It enables the creation of automated workflows that trigger outreach the moment a prospect shows interest on social media. By integrating Trigify, revenue teams can focus on high-intent leads and build a truly reactive outbound strategy.",Prospecting,/logos/trigify.svg,https://trigify.io,https://docs.trigify.io,https://trigify.io/pricing,"[""REST""]","[""API Key""]",true,[],true,"[""Real-time Social Tracking"", ""Intent-based Lead Generation"", ""Automated Outreach Triggers""]",Intermediate,"Claude, use the Trigify API to alert me whenever a decision-maker at 'Stripe' engages with my latest LinkedIn post.",false,true,"[""6sense"", ""Demandbase"", ""Salesmotion""]",
lavender,Lavender,AI-powered email coach to help sales reps write better emails faster.,"Lavender's API enables teams to programmatically access its AI-driven email coaching and personalization insights. Developers can use the API to analyze outgoing emails for quality, sentiment, and clarity directly within their own applications. By integrating Lavender's intelligence into your sales stack, you can ensure that every email sent by your team is optimized for a positive response.",Sales Engagement,/logos/lavender.svg,https://lavender.ai,https://developers.lavender.ai,https://www.lavender.ai/pricing,"[""REST""]","[""Bearer Token""]",true,[],true,"[""AI Email Coaching"", ""Personalization Insights"", ""Sentiment Analysis""]",Beginner-Friendly,"Claude, use the Lavender API to analyze this cold email draft and suggest three improvements to increase the reply rate.",false,true,"[""Regie.ai"", ""Gong"", ""Salesloft""]",
lead411,Lead411,Unlimited sales leads database fueled by intent data and direct dials.,"Lead411 provides a public API that gives programmatic access to its verified B2B contact data, including direct dials and intent-based signals. Developers can automate the search and retrieval of leads based on complex criteria like job changes, funding rounds, or specific technology usage. The API is designed for building automated, high-intent prospecting engines that feed directly into your sales engagement tools.",Prospecting,/logos/lead411.svg,https://lead411.com,https://lead411.zendesk.com/hc/en-us/categories/360000000000-API,https://lead411.com/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Intent-based Prospecting"", ""Automated Lead Retrieval"", ""Verified Contact Data Access""]",Intermediate,"Claude, find all Sales Directors in Chicago whose companies just received Series C funding using the Lead411 API.",false,false,"[""Apollo.io"", ""ZoomInfo"", ""Cognism""]",
leadfuze,LeadFuze,AI-powered prospecting tool for finding and verifying business leads.,"LeadFuze's API allows developers to automate the process of finding and verifying B2B contact information. It enables the creation of automated lead lists based on deep firmographic and technographic filters. By integrating the LeadFuze API into your sales stack, you can programmatically identify new prospects and push their verified data directly into your CRM or cold email campaigns, keeping your pipeline consistently full.",Prospecting,/logos/leadfuze.svg,https://www.leadfuze.com,https://docs.leadfuze.com,https://www.leadfuze.com/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Automated Lead Discovery"", ""Verified Contact Export"", ""Technographic Prospecting""]",Intermediate,"Claude, find 50 CEOs of mid-sized software companies using AWS and export their verified emails via the LeadFuze API.",false,false,"[""Apollo.io"", ""Hunter.io"", ""Snov.io""]",
leadiq,LeadIQ,The smart B2B prospecting platform for capturing and enriching leads.,"LeadIQ provides a developer API to programmatically capture, enrich, and sync prospect data directly into your CRM. It specializes in reducing the manual effort of prospecting by allowing sales teams to automate lead record creation with verified contact details. The API enables the synchronization of buying signals and personal data, ensuring that your sales team is always working with the most accurate and up-to-date information.",Prospecting,/logos/leadiq.svg,https://leadiq.com,https://leadiq.com/developers,https://leadiq.com/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""Automated Lead Capture"", ""Data Enrichment Sync"", ""Buying Signal Tracking""]",Intermediate,"Claude, use the LeadIQ API to enrich this list of company domains with their latest headcount and primary sales contact.",false,true,"[""Lusha"", ""Apollo.io"", ""ZoomInfo""]",
unify,Unify,System of action for capturing intent and running AI sales agents.,"Unify's REST API allows teams to programmatically capture intent signals, manage AI sales agents, and orchestrate personalized outbound outreach. It acts as a unified platform for GTM teams to transform intent data into revenue. The API enables the synchronization of leads, campaign management, and automated engagement across multiple channels based on real-time buyer behavior.",Sales Engagement,/logos/unify.svg,https://unifygtm.com,https://docs.unifygtm.com,https://unifygtm.com/pricing,"[""REST""]","[""API Key""]",false,[],true,"[""AI Sales Agent Orchestration"", ""Intent Signal Capture"", ""Multi-Channel Outreach""]",Intermediate,"Claude, use Unify to find prospects showing high intent for 'cloud migration' and start a personalized sequence for them.",false,true,"[""Outreach"", ""Salesloft"", ""6sense""]",
